product_name,product_category_tree,description,description_token
BRANDWAGON DIGIPRINT Digital Reprint Painting,Home Decor & Festive Needs,"Key Features of BRANDWAGON DIGIPRINT Digital Reprint Painting 1 HD paintings,BRANDWAGON DIGIPRINT Digital Reprint Painting (18 inch x 12 inch) Price: Rs. 180 Home is the first thing that comes to mind when you think of comfort and a perfect ambience is what sets it right. So let your creativity for home decor fly free with Flipkart?s collection of home furnishing items that can transform your house into the home you have always dreamt of.,Specifications of BRANDWAGON DIGIPRINT Digital Reprint Painting (18 inch x 12 inch) General Brand BRANDWAGON Shape Rectangular Frame Material no framing Model Number POS0081 Frame Included No Painting Type Digital Reprint Model Name DIGIPRINT Painting Theme Modern Art Wall Mount Yes Frame Color no framing Artist Name avasthi Dimensions Weight 0.04 kg Height 18 inch Other Dimensions Dummy, Dummy Width 12 inch Warranty Covered in Warranty Warranty of the product is limited to manufacturing defects only. Warranty Summary 1 Year Dummy Company Domestic Warranty Warranty Service Type customer can exchange if any damage before delivery Not Covered in Warranty Warranty does not cover any external accessories (such as battery, cable, carrying bag), damage caused to the product due to improper installation by customer, normal wear and tear to magnetic heads, audio, video, laser pick-ups and TV picture tubes, pane In the Box Sales Package 1 Wall Painting Pack of 1 Additional Features Other Features Dummy, Dummy Water Resistant Yes","['key', 'feature', 'brandwagon', 'digiprint', 'digital', 'reprint', 'painting', '1', 'hd', 'painting', 'brandwagon', 'digiprint', 'digital', 'reprint', 'painting', '18', 'inch', 'x', '12', 'inch', 'price', 'r', '180', 'home', 'first', 'thing', 'come', 'mind', 'think', 'comfort', 'perfect', 'ambience', 'set', 'right', 'let', 'creativity', 'home', 'decor', 'fly', 'free', 'flipkart', 'collection', 'home', 'furnish', 'item', 'transform', 'house', 'home', 'always', 'dreamt', 'specification', 'brandwagon', 'digiprint', 'digital', 'reprint', 'painting', '18', 'inch', 'x', '12', 'inch', 'general', 'brand', 'brandwagon', 'shape', 'rectangular', 'frame', 'material', 'frame', 'model', 'number', 'pos0081', 'frame', 'include', 'painting', 'type', 'digital', 'reprint', 'model', 'name', 'digiprint', 'painting', 'theme', 'modern', 'art', 'wall', 'mount', 'yes', 'frame', 'color', 'frame', 'artist', 'name', 'avasthi', 'dimension', 'weight', '0', '04', 'kg', 'height', '18', 'inch', 'dimension', 'dummy', 'dummy', 'width', '12', 'inch', 'warranty', 'cover', 'warranty', 'warranty', 'product', 'limited', 'manufacturing', 'defect', 'warranty', 'summary', '1', 'year', 'dummy', 'company', 'domestic', 'warranty', 'warranty', 'service', 'type', 'customer', 'exchange', 'damage', 'delivery', 'cover', 'warranty', 'warranty', 'cover', 'external', 'accessory', 'battery', 'cable', 'carry', 'bag', 'damage', 'cause', 'product', 'due', 'improper', 'installation', 'customer', 'normal', 'wear', 'tear', 'magnetic', 'head', 'audio', 'video', 'laser', 'pick', 'ups', 'tv', 'picture', 'tube', 'pane', 'box', 'sale', 'package', '1', 'wall', 'painting', 'pack', '1', 'additional', 'feature', 'feature', 'dummy', 'dummy', 'water', 'resistant', 'yes']"
Relaxfeel Floral Single Dohar White,Baby Care,"Key Features of Relaxfeel Floral Single Dohar White Pack of1 Color: White Height: 10 cm Width:30 cm,Relaxfeel Floral Single Dohar White (AC Dohar) Price: Rs. 499 A Good Collection Of Dohars Which Are Good Compaingns For Summers & Winters As Well. High Quality Gurantee Extremely Soft And Warm. Perfect For Everyday Use. These Dohars Gives Luxarious And Elegant Look, Easy To Carry During Travelling. Easy Storage. All Season Dohars, Can Be Used In AC Rooms Also.,Specifications of Relaxfeel Floral Single Dohar White (AC Dohar) General Brand Relaxfeel Type Dohar Hand Washable Yes Model ID single dohar Color White Design floral Machine Washable Yes Suitable For A/C ROOMS Inner Material Polycotton Model Name single dohar Ideal For Baby Boys and Baby Girls Outer Material PLOYESTER Size Single Dimensions Weight 700 g Length 3 inch / 10 cm Width 11 inch / 30 cm Depth 30 cm In the Box Number of Contents in Sales Package 1","['key', 'feature', 'relaxfeel', 'floral', 'single', 'dohar', 'white', 'pack', 'of1', 'color', 'white', 'height', '10', 'cm', 'width', '30', 'cm', 'relaxfeel', 'floral', 'single', 'dohar', 'white', 'ac', 'dohar', 'price', 'r', '499', 'good', 'collection', 'dohars', 'good', 'compaingns', 'summer', 'winter', 'well', 'high', 'quality', 'gurantee', 'extremely', 'soft', 'warm', 'perfect', 'everyday', 'use', 'dohars', 'give', 'luxarious', 'elegant', 'look', 'easy', 'carry', 'travel', 'easy', 'storage', 'season', 'dohars', 'use', 'ac', 'room', 'also', 'specification', 'relaxfeel', 'floral', 'single', 'dohar', 'white', 'ac', 'dohar', 'general', 'brand', 'relaxfeel', 'type', 'dohar', 'hand', 'washable', 'yes', 'model', 'id', 'single', 'dohar', 'color', 'white', 'design', 'floral', 'machine', 'washable', 'yes', 'suitable', 'c', 'room', 'inner', 'material', 'polycotton', 'model', 'name', 'single', 'dohar', 'ideal', 'baby', 'boy', 'baby', 'girl', 'outer', 'material', 'ployester', 'size', 'single', 'dimension', 'weight', '700', 'g', 'length', '3', 'inch', '10', 'cm', 'width', '11', 'inch', '30', 'cm', 'depth', '30', 'cm', 'box', 'number', 'content', 'sale', 'package', '1']"
scarlet tanager bird normal POSTER Paper Print,Home Decor & Festive Needs,"Key Features of scarlet tanager bird normal POSTER Paper Print Animals Large 18 inch,Specifications of scarlet tanager bird normal POSTER Paper Print (18 inch X 12 inch, ROLLED) Dimensions Paper Depth 300 gsm Height 18 inch Width 12 inch Poster Details Category Animals Black & White Poster No Paper Type Paper Print Color Poster Yes In the Box Number of Contents in Sales Package 1 Sales Package 1 POSTER","['key', 'feature', 'scarlet', 'tanager', 'bird', 'normal', 'poster', 'paper', 'print', 'animal', 'large', '18', 'inch', 'specification', 'scarlet', 'tanager', 'bird', 'normal', 'poster', 'paper', 'print', '18', 'inch', 'x', '12', 'inch', 'roll', 'dimension', 'paper', 'depth', '300', 'gsm', 'height', '18', 'inch', 'width', '12', 'inch', 'poster', 'detail', 'category', 'animal', 'black', 'white', 'poster', 'paper', 'type', 'paper', 'print', 'color', 'poster', 'yes', 'box', 'number', 'content', 'sale', 'package', '1', 'sale', 'package', '1', 'poster']"
good-night-angel-sleep-well-pics Paper Print,Home Decor & Festive Needs,"Key Features of good-night-angel-sleep-well-pics Paper Print Good printing Laminated Water proof Good Paper Quality Long Lasting,good-night-angel-sleep-well-pics Paper Print (18 inch X 12 inch, Framed) Price: Rs. 189 Mega product poster made in high quality hp paper and hd printed, so well art ….,Specifications of good-night-angel-sleep-well-pics Paper Print (18 inch X 12 inch, Framed) Dimensions Paper Depth 300 gsm Weight 100 g Height 18 inch Width 12 inch Poster Details Shape Rectangle Category Humor Black & White Poster No Paper Type Paper Print Paper Finish Matte Lamination Yes Artist Name Mega product Color Poster Yes Frame Details Framed No In the Box Number of Contents in Sales Package 1 Sales Package 1 poster","['key', 'feature', 'good', 'night', 'angel', 'sleep', 'well', 'pic', 'paper', 'print', 'good', 'printing', 'laminate', 'water', 'proof', 'good', 'paper', 'quality', 'long', 'last', 'good', 'night', 'angel', 'sleep', 'well', 'pic', 'paper', 'print', '18', 'inch', 'x', '12', 'inch', 'frame', 'price', 'r', '189', 'mega', 'product', 'poster', 'make', 'high', 'quality', 'hp', 'paper', 'hd', 'print', 'well', 'art', 'specification', 'good', 'night', 'angel', 'sleep', 'well', 'pic', 'paper', 'print', '18', 'inch', 'x', '12', 'inch', 'frame', 'dimension', 'paper', 'depth', '300', 'gsm', 'weight', '100', 'g', 'height', '18', 'inch', 'width', '12', 'inch', 'poster', 'detail', 'shape', 'rectangle', 'category', 'humor', 'black', 'white', 'poster', 'paper', 'type', 'paper', 'print', 'paper', 'finish', 'matte', 'lamination', 'yes', 'artist', 'name', 'mega', 'product', 'color', 'poster', 'yes', 'frame', 'detail', 'frame', 'box', 'number', 'content', 'sale', 'package', '1', 'sale', 'package', '1', 'poster']"
Fs Mini Klub Baby Boy's Woven Casual Shirt,Baby Care,"Key Features of Fs Mini Klub Baby Boy's Woven Casual Shirt Fit: Regular Fabric: 100% Cotton Suitable For: Western Wear Sleeve: Half Sleeve,Specifications of Fs Mini Klub Baby Boy's Woven Casual Shirt General Details Pattern Woven Ideal For Baby Boy's Occasion Casual Shirt Details Sleeve Half Sleeve Number of Contents in Sales Package Pack of 1 Brand Fit Regular Fabric 100% Cotton Fit Regular Fabric Care Wash with Similar color Additional Details Style Code 88EBTSH0565 W","['key', 'feature', 'f', 'mini', 'klub', 'baby', 'boy', 'woven', 'casual', 'shirt', 'fit', 'regular', 'fabric', '100', 'cotton', 'suitable', 'western', 'wear', 'sleeve', 'half', 'sleeve', 'specification', 'f', 'mini', 'klub', 'baby', 'boy', 'woven', 'casual', 'shirt', 'general', 'detail', 'pattern', 'woven', 'ideal', 'baby', 'boy', 'occasion', 'casual', 'shirt', 'detail', 'sleeve', 'half', 'sleeve', 'number', 'content', 'sale', 'package', 'pack', '1', 'brand', 'fit', 'regular', 'fabric', '100', 'cotton', 'fit', 'regular', 'fabric', 'care', 'wash', 'similar', 'color', 'additional', 'detail', 'style', 'code', '88ebtsh0565', 'w']"
Cotton On Kids Baby Boy's Printed Casual Shirt,Baby Care,Specifications of Cotton On Kids Baby Boy's Printed Casual Shirt General Details Pattern Printed Occasion Casual Ideal For Baby Boy's Shirt Details Sleeve Half Sleeve Number of Contents in Sales Package Pack of 1 Brand Fit Regular Fabric Cotton Fit Regular Additional Details Style Code COKB504Black,"['specification', 'cotton', 'kid', 'baby', 'boy', 'print', 'casual', 'shirt', 'general', 'detail', 'pattern', 'print', 'occasion', 'casual', 'ideal', 'baby', 'boy', 'shirt', 'detail', 'sleeve', 'half', 'sleeve', 'number', 'content', 'sale', 'package', 'pack', '1', 'brand', 'fit', 'regular', 'fabric', 'cotton', 'fit', 'regular', 'additional', 'detail', 'style', 'code', 'cokb504black']"
Portia Hat,Baby Care,"Specifications of Portia Hat (Pink, Pack of 1) In The Box Number of Contents in Sales Package Pack of 1 General Ideal For Girls","['specification', 'portia', 'hat', 'pink', 'pack', '1', 'box', 'number', 'content', 'sale', 'package', 'pack', '1', 'general', 'ideal', 'girl']"
Beebay Baby Boy's Checkered Casual Shirt,Baby Care,Specifications of Beebay Baby Boy's Checkered Casual Shirt General Details Pattern Checkered Occasion Casual Ideal For Baby Boy's Shirt Details Closure Button Sleeve Half Sleeve Number of Contents in Sales Package Pack of 1 Brand Fit Regular Collar Button down collar Fabric Cotton Fit Regular Hem Curved Hem Additional Details Style Code 161207 Fabric Care Machine wash,"['specification', 'beebay', 'baby', 'boy', 'checker', 'casual', 'shirt', 'general', 'detail', 'pattern', 'checker', 'occasion', 'casual', 'ideal', 'baby', 'boy', 'shirt', 'detail', 'closure', 'button', 'sleeve', 'half', 'sleeve', 'number', 'content', 'sale', 'package', 'pack', '1', 'brand', 'fit', 'regular', 'collar', 'button', 'collar', 'fabric', 'cotton', 'fit', 'regular', 'hem', 'curve', 'hem', 'additional', 'detail', 'style', 'code', '161207', 'fabric', 'care', 'machine', 'wash']"
painting_art_couple_love__Dance Paper Print,Home Decor & Festive Needs,"Key Features of painting_art_couple_love__Dance Paper Print Good lamination High quality paper lovelly Printing,painting_art_couple_love__Dance Paper Print (12 inch X 18 inch, Framed) Price: Rs. 199 Shoperite poster is made in high quality paper and lamination,lovelly HD printing,so get good look your wall,300 GSM Paper depth…,Specifications of painting_art_couple_love__Dance Paper Print (12 inch X 18 inch, Framed) Dimensions Paper Depth 300 gsm Weight 100 g Height 12 inch Width 18 inch Poster Details Shape Rectangle Black & White Poster No Category Quotes & Motivation Orientation Landscape Paper Finish Matte Paper Type Paper Print Lamination Yes Artist Name Shoperite Color Poster Yes Frame Details Framed No In the Box Number of Contents in Sales Package 1 Sales Package 1 Poster","['key', 'feature', 'painting_art_couple_love__dance', 'paper', 'print', 'good', 'lamination', 'high', 'quality', 'paper', 'lovelly', 'printing', 'painting_art_couple_love__dance', 'paper', 'print', '12', 'inch', 'x', '18', 'inch', 'frame', 'price', 'r', '199', 'shoperite', 'poster', 'make', 'high', 'quality', 'paper', 'lamination', 'lovelly', 'hd', 'printing', 'get', 'good', 'look', 'wall', '300', 'gsm', 'paper', 'depth', 'specification', 'painting_art_couple_love__dance', 'paper', 'print', '12', 'inch', 'x', '18', 'inch', 'frame', 'dimension', 'paper', 'depth', '300', 'gsm', 'weight', '100', 'g', 'height', '12', 'inch', 'width', '18', 'inch', 'poster', 'detail', 'shape', 'rectangle', 'black', 'white', 'poster', 'category', 'quote', 'motivation', 'orientation', 'landscape', 'paper', 'finish', 'matte', 'paper', 'type', 'paper', 'print', 'lamination', 'yes', 'artist', 'name', 'shoperite', 'color', 'poster', 'yes', 'frame', 'detail', 'frame', 'box', 'number', 'content', 'sale', 'package', '1', 'sale', 'package', '1', 'poster']"
Bourne Supermacy Canvas Art,Home Decor & Festive Needs,"Key Features of Bourne Supermacy Canvas Art Unique and Uber design High Grade 300 GSM Canvas Poster Bright Detailed Printing Standard 12"" x 18"" size Comes in rolled form in a Poster Tube,Bourne Supermacy Canvas Art (18 inch X 12 inch, Rolled) Price: Rs. 999 Bourne Supermacy Canvas poster from Urban Monk accomplishes its task of reflecting your passion about the thing and solely provides an elegant touch to your home or your work place. Understanding and providing the urban folks with the designs ranging from music ,movies, tv, shows, cricket, football, NBA, NFL, minimal, funny. abstract art etc posters is our sole purpose.Bourne Supermacy 12x18 inches poster is made of high grade 300gsm Canvas paper ,then printed using ultra violet discharge printing for the richness of colours and details. We have made sure that this canvas art provides you a sense of satisfaction. It comes in a rigid poster tube to prevent carriage damage. Margins are left on the sides for framing.,Specifications of Bourne Supermacy Canvas Art (18 inch X 12 inch, Rolled) Warranty Warrenty is limited to manufacturing defects only. Dimensions Paper Depth 285 gsm Weight 100 g Height 18 inch Width 12 inch Poster Details Shape Rectangle Category Nature, Educational, Sports Paper Finish Matte Paper Type Canvas Art Sub-Category Thrillers, Bollywood, Music & Musical Instruments Color Poster Yes In the Box Number of Contents in Sales Package 1 Sales Package 1 Rolled Poster","['key', 'feature', 'bourne', 'supermacy', 'canvas', 'art', 'unique', 'uber', 'design', 'high', 'grade', '300', 'gsm', 'canvas', 'poster', 'bright', 'detailed', 'printing', 'standard', '12', 'x', '18', 'size', 'come', 'roll', 'form', 'poster', 'tube', 'bourne', 'supermacy', 'canvas', 'art', '18', 'inch', 'x', '12', 'inch', 'roll', 'price', 'r', '999', 'bourne', 'supermacy', 'canvas', 'poster', 'urban', 'monk', 'accomplishes', 'task', 'reflect', 'passion', 'thing', 'solely', 'provide', 'elegant', 'touch', 'home', 'work', 'place', 'understand', 'provide', 'urban', 'folk', 'design', 'range', 'music', 'movie', 'tv', 'show', 'cricket', 'football', 'nba', 'nfl', 'minimal', 'funny', 'abstract', 'art', 'etc', 'poster', 'sole', 'purpose', 'bourne', 'supermacy', '12x18', 'inch', 'poster', 'make', 'high', 'grade', '300gsm', 'canvas', 'paper', 'print', 'use', 'ultra', 'violet', 'discharge', 'printing', 'richness', 'colour', 'detail', 'make', 'sure', 'canvas', 'art', 'provide', 'sense', 'satisfaction', 'come', 'rigid', 'poster', 'tube', 'prevent', 'carriage', 'damage', 'margin', 'left', 'side', 'frame', 'specification', 'bourne', 'supermacy', 'canvas', 'art', '18', 'inch', 'x', '12', 'inch', 'roll', 'warranty', 'warrenty', 'limited', 'manufacturing', 'defect', 'dimension', 'paper', 'depth', '285', 'gsm', 'weight', '100', 'g', 'height', '18', 'inch', 'width', '12', 'inch', 'poster', 'detail', 'shape', 'rectangle', 'category', 'nature', 'educational', 'sport', 'paper', 'finish', 'matte', 'paper', 'type', 'canvas', 'art', 'sub', 'category', 'thriller', 'bollywood', 'music', 'musical', 'instrument', 'color', 'poster', 'yes', 'box', 'number', 'content', 'sale', 'package', '1', 'sale', 'package', '1', 'roll', 'poster']"
Like Analog Purple Clock,Watches,Specifications of Like Analog Purple Clock Functions Alarm Yes General Suitable For Table Number of Batteries 1 Power Source Battery Display Features Backlight No Warranty 1 year manufacturers warranty Dimensions Weight 230 g Height 122 mm Width 37 mm Body Features Dial Shape Rectangle Dial Number of Display Hands 4 Display Hands Material Plastic Dial Color Purple In the Box Number of Contents in Sales Package Pack of 1 Sales Package 1 Table Clock,"['specification', 'like', 'analog', 'purple', 'clock', 'function', 'alarm', 'yes', 'general', 'suitable', 'table', 'number', 'battery', '1', 'power', 'source', 'battery', 'display', 'feature', 'backlight', 'warranty', '1', 'year', 'manufacturer', 'warranty', 'dimension', 'weight', '230', 'g', 'height', '122', 'mm', 'width', '37', 'mm', 'body', 'feature', 'dial', 'shape', 'rectangle', 'dial', 'number', 'display', 'hand', '4', 'display', 'hand', 'material', 'plastic', 'dial', 'color', 'purple', 'box', 'number', 'content', 'sale', 'package', 'pack', '1', 'sale', 'package', '1', 'table', 'clock']"
